performanceID,regionID,grade,avg_score,studentID
103,1,7,89.03830419509576,55973
104,4,5,72.5341875909955,10002
105,2,7,80.37075490617138,99958
106,2,2,51.20751379422646,13592
107,2,7,74.13187701676193,67349
108,4,8,87.82024366517743,34084
109,1,1,76.29505505827034,69710
110,2,2,72.53651140158232,92979
111,2,2,67.6326503789931,73079
112,2,1,84.113536151242,59389
113,2,3,46.684619043619584,30655
114,1,9,82.50492594320345,37013
115,1,6,70.1609335604979,65554
116,1,2,72.95912181891912,90743
117,2,3,52.00484428563411,24574
118,1,4,64.81587149381603,58959
119,3,8,77.92504591254036,26127
120,2,3,47.22805218383021,102023
121,1,8,70.23920170655748,78419
122,3,5,85.63849042842531,29567
123,1,5,65.59619062608526,54875
124,2,2,53.9013481868307,97546
125,3,3,72.45969977342786,93463
126,1,3,55.85822608157243,44246
127,2,7,67.10074862620365,100874
128,1,3,83.87440339275553,36045
129,1,6,73.5081038162053,46510
130,1,9,78.19983374832162,83845
131,2,8,64.60623324653258,34679
132,1,5,100.67681511124664,99538
133,4,4,48.02752171763357,95491
134,1,3,58.32210986978618,7776
135,2,9,66.03830162842037,93512
136,2,9,68.38573290001142,21902
137,2,6,65.32790782307715,85055
138,1,7,81.46971108897077,25985
139,3,6,64.24708660591412,35711
140,2,2,87.29908757933636,38507
141,3,9,64.86946959774917,81333
142,2,4,73.58724509523937,49913
143,1,4,70.62119511458667,55727
144,3,6,81.70461302293091,31271
145,1,6,66.81671632881816,92991
146,2,7,68.37982687510649,58213
147,2,4,63.69754726219684,57385
148,2,1,73.40615549035157,14585
149,4,7,79.18345552954041,48833
150,2,6,74.19450454756726,69226
151,2,2,63.711781627888485,53994
152,1,4,74.18368705944118,57647
153,4,3,55.37619292304561,11014
154,1,4,67.31507349051925,100174
155,2,10,54.82657282899511,14112
156,3,5,83.5226095418936,23781
157,4,6,72.62366182834428,82449
158,3,10,71.44130343102267,8557
159,4,10,75.41967818827193,6216
160,2,3,84.84919238498719,11620
161,1,5,61.81373035464587,83358
162,1,4,53.366919094683276,7913
163,4,6,55.332954175812624,77889
164,1,4,63.55748276599187,99645
165,3,3,90.79511334331718,40699
166,2,10,95.71568420339116,22882
167,2,6,63.26973100911268,77612
168,1,7,76.57844037245445,8061
169,1,5,81.58837113632494,98936
170,2,10,81.49140261836135,2509
171,3,6,70.02608397144023,18678
172,2,8,71.83170627236782,103160
173,2,4,51.216652024670964,72025
174,2,5,65.09855680897613,36286
175,4,10,77.34158533604453,76450
176,2,4,69.0717733833576,89147
177,1,2,72.949925674684,86576
178,4,1,74.64083519586762,81886
179,2,8,85.27757312296009,67769
180,4,8,67.89971812799462,29106
181,3,6,69.66844543729366,41963
182,2,9,70.73582112022373,71941
183,3,6,82.05552599233862,42999
184,2,8,69.55783443312069,64173
185,3,10,89.85446597156044,70439
186,4,2,96.71527158785241,79825
187,4,3,73.41296561702987,76501
188,1,1,85.47249976720535,93265
189,2,1,77.09381279169114,17142
190,2,4,84.38023330807677,21855
191,2,9,77.54861372838143,49371
192,1,1,82.32205087555467,86066
193,1,10,82.2365801456312,77941
194,3,8,61.08810948551862,56124
195,2,2,70.45871356694519,10101
196,1,4,77.81794413490013,68285
197,2,1,74.7886238023955,25472
198,1,3,85.81389294116228,39837
199,2,7,72.77548452942885,26991
200,2,5,71.82843246707864,38715
201,2,1,66.69168622304323,28623
202,3,4,68.54814496933552,101635
203,2,10,92.85279919300223,20232
204,2,1,70.64694167173812,55483
205,3,9,64.47787199604197,50360
206,2,9,83.38103293928567,84346
207,1,10,68.06324079557135,59582
208,2,1,57.39217629675953,77185
209,3,9,62.99304301931642,105099
210,2,5,65.56172590059045,44239
211,1,10,62.588705651028896,26783
212,3,3,62.44119878027547,36493
213,2,5,42.12494242195518,30785
214,1,1,72.53817006861532,101854
215,1,9,61.56762529682501,100666
216,4,2,74.81097029102095,58931
217,4,9,82.65516679915403,45569
218,1,7,66.10484434886142,12977
219,2,8,58.81090109050368,69421
220,1,1,67.45892228912885,83861
221,1,9,75.27467183604661,82095
222,1,8,78.4794432906158,1361
223,2,3,70.30589697107446,16299
224,4,6,67.03171169965273,56193
225,2,4,70.02283075343165,37346
226,2,1,71.89982075844061,6195
227,4,9,74.92134572577669,80806
228,4,1,70.54587645747178,51058
229,2,9,64.41100363582832,28118
230,2,1,70.69961717288837,38630
231,1,2,61.49718714999004,63494
232,3,7,83.76258750337036,72858
233,4,2,78.21230085260382,59608
234,3,5,73.8813495546303,52735
235,1,10,77.28504344889312,101628
236,1,3,70.7161969811556,14009
237,3,5,68.45573211353324,69622
238,2,9,61.7542364840463,82463
239,4,9,69.65055316493088,83271
240,2,6,88.33833661389343,78021
241,4,5,40.439823590239584,58224
242,3,6,97.26775733441208,45518
243,2,6,63.90034300547385,56690
244,3,9,47.78183067439173,98410
245,3,8,67.10796325657911,15436
246,2,5,85.61596965374463,42223
247,1,4,92.5847088303278,69229
248,2,2,63.908112682291005,12634
249,3,6,58.774709430541805,83162
250,3,8,84.0505249825214,87466
251,1,3,74.90786757392368,23660
252,1,8,86.42432094017043,68615
253,2,1,69.63087746108016,50280
254,2,3,50.01450728933931,43841
255,4,7,67.17427166576663,34457
256,4,3,71.03446790791061,87704
257,1,1,72.32008777385154,92132
258,4,5,70.09268935040963,97760
259,4,9,66.10041359203946,62961
260,2,8,61.374864158555056,2414
261,2,5,61.66073682121632,28252
262,1,8,62.359635585869995,43820
263,3,7,67.0778145969945,95413
264,2,2,72.60227355206462,51362
265,3,9,48.790340931992105,48013
266,2,8,70.47174780198898,91082
267,2,4,64.42712896428984,36960
268,2,6,62.993184472186165,87260
269,1,10,54.70181367211952,104799
270,1,1,62.40408380780011,99986
271,3,4,86.51808897232128,21599
272,1,4,66.71859968975463,6093
273,4,2,64.9109727120905,34452
274,2,2,58.86905550900814,93988
275,1,4,52.20434911434943,89136
276,3,5,90.94817879713955,66972
277,2,3,82.11569184360825,54222
278,2,1,53.84583765780518,89199
279,1,3,79.66222508212672,103622
280,2,3,69.37612446642659,18257
281,1,2,76.53718673464641,100
282,2,3,79.77141466992197,5300
283,2,9,63.726995367724165,100776
284,2,1,76.31721688913083,47266
285,2,9,65.92521066525316,74695
286,1,1,69.28161820432346,69653
287,4,1,72.27352901245823,65473
288,2,7,73.65332074932115,34849
289,3,4,66.27613702819271,11091
290,1,8,69.9763336934822,26129
291,4,8,75.47002644533174,58905
292,2,7,67.20626214684621,24129
293,2,10,83.14699838457688,32962
294,2,6,68.38495394801632,17817
295,2,3,62.67408897538977,43912
296,2,7,61.99948984473457,39308
297,2,10,68.25914603603542,100668
298,1,2,78.29549379992636,32818
299,1,7,68.2711666446425,52263
300,2,10,53.28981705694592,74303
301,2,10,82.85669735882037,93931
302,4,3,45.623221226426395,8228
303,2,4,76.38442129224889,56491
304,1,5,70.62494889132773,3647
305,1,6,71.50097781673898,66887
306,2,3,78.73689444834986,59658
307,1,2,77.14212178049031,18559
308,2,10,66.78837528121889,36354
309,4,6,76.34914419167691,62167
310,2,4,60.36293893389278,14864
311,3,7,77.92079463338844,56452
312,2,2,79.28489854767349,62669
313,2,9,61.68726140017353,91750
314,2,1,72.37825537295797,27835
315,1,9,75.20844504818098,93275
316,2,7,88.56230331614945,14482
317,2,1,88.87001143210844,58263
318,1,8,70.93391572265288,79818
319,1,3,76.88988096398023,88231
320,3,9,55.86914185577097,82224
321,2,1,67.55928455816465,98985
322,2,1,63.150323814399826,22779
323,2,8,63.154705063680574,31863
324,2,8,46.29092670479285,63234
325,1,7,78.91938846693937,101904
326,1,2,60.24562421266059,49272
327,2,4,66.9271143857506,79936
328,2,8,57.55791549796353,85582
329,2,10,62.239099111270036,68191
330,3,8,78.51633942755682,17080
331,1,9,61.645862518837205,82997
332,3,2,84.92325855994548,40623
333,1,1,73.19089784621208,13626
334,1,10,65.40114314840322,25639
335,1,7,78.14687331745003,60150
336,3,3,73.74410475668994,10648
337,2,7,77.63077770104411,48032
338,2,1,78.63899148859592,72083
339,1,4,60.95101928717605,76621
340,4,10,64.27461984019538,79366
341,2,6,68.90794345266448,48204
342,2,9,75.40643842872387,68388
343,3,7,54.92921044055356,92468
344,1,6,74.79161478733293,63324
345,4,4,78.00609965090915,73533
346,2,5,56.656872352139246,22215
347,2,7,67.27132144051083,92879
348,4,10,50.09774972986818,49618
349,4,8,78.78537106863945,86895
350,2,8,77.02705687432393,42352
351,3,5,80.06019966801746,93124
352,3,5,64.34719083629211,53051
353,1,6,62.24197862064301,69642
354,2,7,71.06185516486782,86884
355,4,1,52.54099226187249,52470
356,1,6,78.95000769887086,1496
357,2,3,67.60751267514767,41378
358,2,3,91.29738409534409,35195
359,3,4,60.66007499259682,49045
360,4,9,69.38612447436459,34410
361,4,1,78.34979233617108,18959
362,4,6,65.88273523239391,44986
363,1,2,50.41599650844604,9957
364,2,10,73.74200897622191,93427
365,2,5,63.02340046154715,32200
366,3,7,65.28539589223607,99594
367,3,1,82.0237995464993,89578
368,2,8,75.7912904699413,86640
369,3,10,68.3574581780378,14022
370,2,3,54.54491244656873,25662
371,2,6,72.37505151889366,95985
372,4,6,83.54993046864044,48012
373,2,8,65.8110538517352,60573
374,4,9,71.47723171044635,43615
375,3,10,65.0099148580218,52207
376,3,5,63.42680304103892,25773
377,4,8,75.2785441369279,22124
378,4,5,83.68517519727654,7024
379,1,2,62.15559992005546,24542
380,1,8,66.5810723429182,39500
381,1,3,68.78305121465607,45321
382,2,6,60.5151316943342,41814
383,4,10,71.24247152982296,40331
384,1,8,71.10514863688489,14553
385,1,2,66.9326063265171,16665
386,2,5,69.40973476349447,15358
387,1,7,89.15601175932616,34479
388,4,2,78.9135234135691,82645
389,3,6,63.20728609989038,86887
390,2,9,53.31535635495764,69932
391,2,6,69.38458020776156,87201
392,3,5,67.74736618020808,30769
393,1,3,39.25140126435627,25369
394,4,4,77.32292579589442,54457
395,1,6,63.08177741123403,58711
396,1,9,63.55549732640931,61595
397,1,4,77.52585255253909,39391
398,2,2,75.17843513526404,51801
399,2,4,63.87317390236438,83172
400,2,9,72.12244718206544,33309
401,4,1,68.41584039100135,32216
402,2,2,76.13889128148162,70410
403,2,8,55.63167401728812,4511
404,3,6,67.45494395035733,14599
405,2,10,85.81080547298818,91990
406,4,8,82.45462896424624,74217
407,1,2,68.22678821078213,41646
408,2,1,69.68789062061444,31307
409,1,10,80.6450077967628,4250
410,1,9,47.2595678592571,76266
411,1,2,72.73219686595121,104570
412,4,4,71.59643941513635,7556
413,1,5,72.40559885352555,68169
414,4,2,58.46968455965013,19341
415,3,7,61.84954683103756,89383
416,2,6,71.86175068214584,65851
417,2,5,75.8956744388103,81441
418,2,4,62.096186650241,101676
419,3,10,67.62659182890876,38356
420,1,10,68.27008447916909,102877
421,2,10,83.56271063593718,14302
422,2,1,77.56743349768998,24737
423,4,9,85.9960694421396,93268
424,4,3,86.91168476846732,75889
425,2,4,67.64628066350383,19917
426,2,3,76.44891693454741,88878
427,1,5,56.623325754912806,79573
428,4,1,78.63245563397984,6156
429,2,8,79.06156619849422,25015
430,1,6,76.3607760053448,23094
431,2,10,74.73548873652217,28049
432,2,10,64.57698151638792,45286
433,2,3,55.54995090706359,30325
434,1,3,69.92173823143034,50118
435,2,2,75.67480414267737,5408
436,2,10,58.65021361862233,7251
437,1,3,90.3698267002957,77905
438,2,3,70.73617832912703,49268
439,4,2,65.76006399219635,63074
440,3,10,75.22238184132999,92371
441,1,10,69.3948208327646,76639
442,2,1,70.30401090105491,79288
443,3,8,78.16412651901655,78184
444,1,5,75.15446226915137,59543
445,2,7,71.21837285382306,48057
446,3,2,46.8182948845884,79057
447,1,1,54.94877224179026,10100
448,1,1,63.46624046110136,63746
449,4,4,72.18530674258965,102523
450,1,1,76.77669034592536,12567
451,2,7,86.68184757386062,2597
452,1,9,75.71665932320388,62635
453,2,3,68.63169519874798,33174
454,1,8,81.37968144454813,34668
455,2,1,54.66414681715173,28073
456,4,4,55.90599904750074,105981
457,3,1,81.35629372882914,56650
458,2,2,79.94512208397002,58112
459,1,10,78.18315390938761,6667
460,2,5,64.37275345597774,85589
461,2,5,83.3214035332949,47696
462,1,4,75.0143559039227,1599
463,1,7,71.44516463806379,67770
464,3,2,81.55876791590444,8312
465,1,10,76.77162117115488,84686
466,4,2,70.52438325237074,86665
467,2,10,59.69327502686244,38300
468,1,9,84.26295417233698,52071
469,2,4,63.34012790199639,55718
470,4,10,78.19575395407732,39785
471,3,10,74.68670468938781,44673
472,1,10,82.13895617617703,33560
473,2,5,65.9247376179783,23189
474,1,1,69.06460906920678,100211
475,2,9,70.80183587480602,93195
476,1,2,66.7999366018597,95426
477,2,3,67.68435993445043,64824
478,1,2,69.29171602891523,88455
479,3,9,56.30767642795024,98476
480,2,8,60.570885791644,102636
481,1,6,80.45261883794241,48128
482,4,9,60.497908606561495,25334
483,4,7,85.71109301411728,13970
484,4,6,69.39432866470605,82357
485,2,5,61.18601071803728,82250
486,2,5,73.63035714511864,669
487,1,8,75.13957723347379,27726
488,2,8,86.07337846431274,61752
489,1,3,74.31190684973534,64146
490,4,8,68.10045409566693,75825
491,4,2,48.659003384140334,59264
492,3,5,84.18531700624139,39504
493,1,6,64.87247105540632,62283
494,2,10,63.25135536778936,38725
495,2,1,64.07002030246903,1251
496,2,9,63.86207565367655,91972
497,1,6,79.9904866847045,72468
498,2,4,57.9849060389322,95643
499,1,7,89.57245418900413,104485
500,3,7,89.00067466971032,14946
501,4,3,69.32558279503647,68602
502,3,4,70.35855839111292,72699
503,2,8,87.87030784608977,8905
504,4,1,71.31026701257157,9657
505,4,8,53.85013255664881,20363
506,3,7,78.72897416340682,72637
507,2,1,67.49585231129115,42390
508,2,1,54.4400995016431,41886
509,2,3,82.0420728426972,55515
510,2,9,83.16552633662876,51677
511,1,1,67.24357089610542,21556
512,1,4,44.951652392423654,76338
513,1,5,77.00960480410386,54209
514,1,3,62.324408210167086,7407
515,4,2,59.58340344281456,43333
516,4,2,84.13929145898189,28054
517,1,3,69.76024097535272,55209
518,3,10,68.21453856793107,53413
519,1,5,53.3497796706906,27889
520,2,7,57.52886230172895,45937
521,4,4,77.00927222078921,31543
522,2,6,62.842250786873926,1122
523,2,9,50.3064495029777,24683
524,3,9,77.10532666034926,99694
525,1,1,69.35543074435986,30958
526,2,6,63.156610223007306,44054
527,3,6,51.16293002090805,3381
528,2,7,72.15328810189938,85567
529,2,9,71.48278965599638,30343
530,4,8,57.130936912956926,15572
531,2,2,66.59104085225947,30062
532,2,4,78.08361180846117,21216
533,1,3,66.12019091891104,12290
534,1,8,66.03713298872839,58827
535,2,10,75.93020046977425,71632
536,1,5,71.0282307215074,63066
537,4,2,63.56953527525137,67555
538,1,2,75.19799435916487,21086
539,2,4,84.91874373675812,56598
540,4,3,65.25851103549931,55810
541,2,4,81.73535456962908,36090
542,1,3,64.62964295576369,30515
543,1,9,68.00337638337938,89783
544,2,8,74.1928226221221,1313
545,1,3,78.4366819106237,56142
546,1,9,63.11105181587669,59745
547,3,6,57.64792874455169,86118
548,2,10,73.88903931991028,22133
549,1,4,61.3367665396597,37868
550,4,7,76.19006221199564,70742
551,2,2,71.26207372378795,45094
552,2,7,73.0370003968449,53203
553,2,2,64.97777764933109,48300
554,1,8,59.837982345683386,61569
555,1,5,70.90760593950557,71252
556,2,3,47.0277272374184,58607
557,2,9,66.48022779139434,104289
558,1,2,66.30750938636547,77807
559,4,5,72.47494351455794,30156
560,1,7,77.80554263966324,102380
561,3,2,65.13210598364168,57940
562,2,2,65.40398880017283,8412
563,3,4,79.12241737405633,65223
564,2,5,59.157350402897286,46518
565,4,9,81.46425397164522,80828
566,2,6,56.334962950145155,27930
567,2,10,72.53160997519498,26196
568,2,1,63.37408986251608,50043
569,2,10,57.784637715513725,58417
570,3,10,64.19978106565458,58824
571,2,9,58.419152311948324,42360
572,4,6,62.94718716104838,23773
573,1,5,72.58872174045187,31238
574,2,2,82.00773878664377,27064
575,2,2,58.53078552361586,11837
576,1,7,60.49578451936242,73108
577,2,1,77.4074750032108,13570
578,1,6,74.7449178189087,68558
579,4,6,66.3331781176776,10728
580,4,7,64.27577251971823,55227
581,3,6,81.55828918983381,24400
582,2,1,64.34401052634905,42871
583,2,2,70.73241504203173,31970
584,2,6,71.67399602170289,66477
585,2,5,83.54756035023553,85850
586,1,4,67.89786394833759,46266
587,3,10,66.30980997508681,42640
588,4,8,57.64734894484501,32188
589,1,2,68.69441671251873,64714
590,3,2,55.357706994450965,46447
591,1,9,87.70231084170544,97062
592,1,5,61.12640532881476,42142
593,2,4,54.21824543025624,60084
594,1,8,73.06739135156766,27846
595,2,5,79.58154314091342,54231
596,1,8,57.389920853675235,65229
597,1,5,83.45246875011537,33070
598,2,7,73.04050148763035,31375
599,2,8,72.07759985444322,96022
600,2,9,78.88909903537984,25059
601,1,8,52.23142966043666,59188
602,4,6,87.64546839660292,66804
603,1,6,65.07540541822338,77885
604,2,6,57.92147658002046,34805
605,2,10,73.33904560602124,67492
606,3,5,68.7642345139092,75166
607,1,2,64.6327059491042,101175
608,1,9,60.167064074198606,46034
609,4,8,60.57520706575339,25933
610,2,10,61.88637397415011,81940
611,1,2,72.87198351364934,22728
612,1,3,82.23525082044944,87036
613,3,2,73.25957042638655,82101
614,3,10,91.46495015191225,93123
615,4,1,62.40673921938274,56545
616,2,1,63.14650688239031,73259
617,2,2,85.09384866315645,43797
618,2,10,51.1517698611795,67006
619,2,6,67.21764441181254,18144
620,2,6,75.48534261379,47986
621,3,1,68.66796816410324,22018
622,3,3,66.64322879281804,65715
623,1,8,84.18682012959064,41518
624,4,2,63.32393904938144,10466
625,1,2,63.05764733876331,43836
626,2,7,48.570574549689105,30098
627,1,6,77.88341403638212,83188
628,1,10,70.81822607544493,53026
629,2,9,69.49581443578595,87555
630,4,3,60.18927080499485,13314
631,2,1,80.25125773155705,96093
632,2,6,69.71746262833186,93950
633,1,10,67.78502275821357,85932
634,2,3,82.23279788485667,3380
635,2,4,53.84772353819514,39347
636,2,3,72.34869814423749,43913
637,2,5,89.22366500658337,40214
638,2,1,62.862207770996314,11511
639,1,7,69.33256320101079,61264
640,4,6,91.43929113832851,55036
641,1,6,51.44150413696326,26665
642,1,9,67.07402798847635,81736
643,4,7,78.25556664193586,21951
644,1,4,80.04023953790593,99630
645,4,6,92.96717239836892,75098
646,1,3,52.26624523251045,77102
647,2,6,67.23388993220223,28748
648,2,4,87.20443619010118,62392
649,1,8,73.94370537339292,12539
650,4,9,79.56025367977027,7230
651,4,8,86.52595773692533,47302
652,1,1,54.11572435956483,73121
653,1,6,81.00256514547834,16911
654,2,10,62.471773890987194,15453
655,3,1,51.80099968725621,43667
656,2,8,78.39847731966611,85537
657,2,3,88.78159427831875,27624
658,2,8,51.85546613906577,49709
659,1,6,89.36570452402907,75373
660,2,8,85.89600348970671,88674
661,1,7,51.35969785643031,50393
662,1,1,49.45157480001842,104303
663,1,10,82.18723202201856,104255
664,1,4,63.73830168896019,43674
665,3,3,82.62989216326805,46977
666,1,9,69.20208892792844,29039
667,2,8,59.83542412899082,64616
668,2,3,85.39708276973704,17862
669,1,6,65.48775914959236,16769
670,4,3,66.42683982963669,22713
671,2,8,75.07442136542205,67235
672,2,7,59.95605575272117,48364
673,4,6,68.17446087083633,78682
674,1,1,68.13160904856569,3273
675,1,8,54.20537749398402,63549
676,1,9,78.32978083600169,82017
677,4,7,79.51193370327414,104811
678,1,10,73.45021600206482,59352
679,4,7,58.0064981535626,27566
680,2,10,80.62117076283403,25466
681,1,9,56.37730775550041,43101
682,4,8,71.18947588563067,105861
683,1,10,68.61701692540505,37661
684,3,1,63.275888256958886,74774
685,4,10,71.0722148720286,87983
686,1,1,56.9355234179276,22249
687,2,2,58.646828822060215,67582
688,1,7,65.33332085620414,75012
689,2,9,66.18333295813738,18470
690,4,8,84.18579097616862,105637
691,1,1,66.6916281777658,33499
692,1,3,72.822241919682,26667
693,3,6,67.16964325076677,3381
694,4,6,71.28671369691045,48160
695,2,2,77.99056553848496,48675
696,4,8,69.36590616963501,66267
697,3,1,80.64481397435524,14420
698,1,4,62.44321082346689,21963
699,3,2,61.387677969207495,53108
700,1,1,77.13162195812265,36989
701,3,3,75.54522487807151,91692
702,4,8,70.46733942719115,88630
703,1,4,72.63414560502575,57376
704,1,1,82.85702085440626,98305
705,4,4,76.20160415007042,65281
706,1,10,70.52793748345617,23601
707,2,7,60.76568963390703,15794
708,3,8,64.82209113252102,28128
709,1,7,65.97998436944802,94774
710,2,9,73.30955437887208,86013
711,1,5,77.31836325601145,65956
712,2,4,47.69216832171704,62813
713,1,5,75.32205575465895,73997
714,2,6,73.1183032792888,18279
715,1,6,79.8253489050625,55103
716,2,2,60.70713636897801,58068
717,1,9,77.80283104074933,98070
718,3,10,58.39751023158547,18055
719,2,6,82.37829465880688,13181
720,1,6,67.09289298456576,78623
721,1,8,69.9182186862568,77903
722,3,6,84.76544586921236,27397
723,1,10,72.089878124185,2495
724,3,1,66.82180309421764,2311
725,4,7,69.93668958036507,75098
726,1,1,54.76605530340666,31536
727,4,7,70.81742051588087,93115
728,1,3,80.14114740281266,80700
729,1,3,76.15475451002932,82859
730,2,8,82.65140476799225,64732
731,1,3,56.5097067103834,72403
732,1,2,66.60491430001453,49379
733,4,6,65.90114914555166,72416
734,1,2,83.28526449603434,28297
735,3,1,48.32316905889947,35402
736,2,10,60.79140590752736,71131
737,2,9,65.17216802915205,89265
738,2,8,57.531953117262425,94894
739,1,7,61.3736829816611,27847
740,2,7,85.1204668350342,77212
741,1,6,74.56232131272672,34964
742,3,8,71.19592317586371,94483
743,3,6,67.20420654020916,40472
744,1,7,66.53518274902072,97162
745,1,5,54.84619368309404,74431
746,2,7,67.81658870844934,44464
747,2,1,70.9691005172229,24173
748,1,6,61.835092123840525,39298
749,2,1,59.04882605446566,38848
750,2,7,68.82475935999616,8039
751,2,4,69.36262583955259,62262
752,2,6,68.13975997756354,60147
753,2,8,75.05047451006635,31833
754,2,10,67.90666438341967,66497
755,1,10,76.20402658733536,16961
756,3,8,57.472521012954076,67772
757,1,9,74.0968828040959,29312
758,1,5,60.5307085493001,6528
759,1,2,91.02174680838316,41275
760,1,3,66.48690568992792,70751
761,3,6,72.87496454185406,38205
762,2,2,62.630838471410655,64030
763,4,5,78.99541887372405,29618
764,2,7,68.67886101885645,87893
765,2,9,72.99910160976253,98576
766,4,4,78.21143870906371,63807
767,4,7,76.86378580580528,18105
768,3,5,100.2539435571877,21209
769,2,8,81.88502757018742,76902
770,4,4,65.4271779188377,79355
771,3,7,62.15441701848805,50049
772,3,10,72.56877613927233,24464
773,4,4,58.936160540524455,67594
774,1,4,75.09096965120415,11183
775,2,9,71.79069938866274,59230
776,2,7,69.62744873532434,93957
777,4,2,63.5058898199489,43864
778,3,8,58.45855946688764,83777
779,2,3,56.048788409009845,100066
780,1,2,65.8697059512678,82386
781,2,2,58.42072102671195,83189
782,4,10,71.37114910283978,28604
783,3,7,76.16052235715856,27943
784,1,5,68.58799747918036,71965
785,2,2,53.90318015997825,94826
786,2,3,64.15431618156846,96870
787,2,8,66.86837389822017,29079
788,2,5,74.47568047025348,50126
789,1,2,77.39219423934665,57079
790,3,7,54.09672882474027,90572
791,2,5,72.92511549505083,37544
792,1,6,77.03839783087025,28286
793,3,1,62.913328265011415,42329
794,3,8,69.15629134629434,6026
795,3,3,59.457861284624215,86571
796,1,9,68.30263079396833,3672
797,1,7,72.11141595825862,39467
798,4,7,67.96107775429873,54783
799,2,2,68.04867815433275,23238
800,2,9,79.03448948602674,52962
801,2,2,90.10763329876733,87381
802,4,1,58.02211866406836,60139
803,2,2,60.40228340776312,76451
804,2,5,74.44744786650797,98915
805,1,8,70.01030602962537,90831
806,4,5,85.93474749305872,79664
807,2,8,71.03293866722592,27213
808,3,1,66.07320900340329,57021
809,1,7,78.3306024431954,35033
810,1,2,70.88418820518478,70617
811,2,5,74.67008801665973,64290
812,2,7,68.28950844542469,81232
813,3,1,61.47491557324785,41438
814,2,9,61.18320449215995,15503
815,4,5,55.08081669984246,98987
816,4,9,75.71086322543223,70539
817,3,7,73.5303852833581,7192
818,2,6,69.4223926880877,5365
819,4,4,55.22030223030642,104179
820,1,10,82.90111479904296,66022
821,3,1,86.28748290983577,31287
